0.000000000000000000e+00, 0.000000000000000000e+00, 3.583333333333333570e+01
0.000000000000000000e+00, 1.000000000000000000e+00, 3.416666666666666430e+01
0.000000000000000000e+00, 2.000000000000000000e+00, 3.200000000000000000e+01
0.000000000000000000e+00, 3.000000000000000000e+00, 3.016666666666666785e+01
0.000000000000000000e+00, 4.000000000000000000e+00, 2.750000000000000000e+01
0.000000000000000000e+00, 5.000000000000000000e+00, 2.500000000000000000e+01
0.000000000000000000e+00, 6.000000000000000000e+00, 2.416666666666666785e+01
0.000000000000000000e+00, 7.000000000000000000e+00, 2.666666666666666785e+01
0.000000000000000000e+00, 8.000000000000000000e+00, 2.850000000000000000e+01
0.000000000000000000e+00, 9.000000000000000000e+00, 2.966666666666666785e+01
0.000000000000000000e+00, 1.000000000000000000e+01, 2.716666666666666785e+01
0.000000000000000000e+00, 1.100000000000000000e+01, 2.416666666666666785e+01
0.000000000000000000e+00, 1.200000000000000000e+01, 2.516666666666666785e+01
0.000000000000000000e+00, 1.300000000000000000e+01, 3.000000000000000000e+01
0.000000000000000000e+00, 1.400000000000000000e+01, 3.316666666666666430e+01
0.000000000000000000e+00, 1.500000000000000000e+01, 3.366666666666666430e+01
0.000000000000000000e+00, 1.600000000000000000e+01, 3.233333333333333570e+01
0.000000000000000000e+00, 1.700000000000000000e+01, 3.083333333333333215e+01
0.000000000000000000e+00, 1.800000000000000000e+01, 3.100000000000000000e+01
0.000000000000000000e+00, 1.900000000000000000e+01, 3.166666666666666785e+01
0.000000000000000000e+00, 2.000000000000000000e+01, 3.116666666666666785e+01
0.000000000000000000e+00, 2.100000000000000000e+01, 2.933333333333333215e+01
0.000000000000000000e+00, 2.200000000000000000e+01, 2.833333333333333215e+01
0.000000000000000000e+00, 2.300000000000000000e+01, 2.916666666666666785e+01
0.000000000000000000e+00, 2.400000000000000000e+01, 2.833333333333333215e+01
0.000000000000000000e+00, 2.500000000000000000e+01, 2.666666666666666785e+01
0.000000000000000000e+00, 2.600000000000000000e+01, 2.633333333333333215e+01
0.000000000000000000e+00, 2.700000000000000000e+01, 2.883333333333333215e+01
0.000000000000000000e+00, 2.800000000000000000e+01, 2.883333333333333215e+01
0.000000000000000000e+00, 2.900000000000000000e+01, 2.766666666666666785e+01
0.000000000000000000e+00, 3.000000000000000000e+01, 2.716666666666666785e+01
0.000000000000000000e+00, 3.100000000000000000e+01, 2.616666666666666785e+01
0.000000000000000000e+00, 3.200000000000000000e+01, 2.566666666666666785e+01
0.000000000000000000e+00, 3.300000000000000000e+01, 2.666666666666666785e+01
